Bacteroides caccae,Bacteroides stercoris,Bacteroides eggerthii,Bacteroides uniformis,Bacteroides thetaiotaomicron,Bacteroides xylanisolvens,Bacteroides nordii,Bacteroides ovatus,Bacteroides fragilis,Bacteroides sp. DH3716P,Bacteroides sp. M10,Bacteroides sp. D2,Bacteroides sp. CACC 737,Bacteroides sp. A1C1,Bacteroides sp. HF-162,Bacteroides sp. ZJ-18,Bacteroides sp. PHL 2737,Bacteroides sp. BFG-637,Bacteroides helcogenes,uncultured Bacteroides sp.,Bacteroides salyersiae,Bacteroides intestinalis,Bacteroides cellulosilyticus,Bacteroides faecis,Bacteroides heparinolyticus,Bacteroides faecium,Bacteroides zoogleoformans,Bacteroides luhongzhouii,Bacteroides caecimuris,Bacteroides zhangwenhongii,Bacteroides humanifaecis,Bacteroides graminisolvens,Bacteroides finegoldii,Bacteroides coprosuis,Phocaeicola vulgatus,Phocaeicola dorei,Phocaeicola coprophilus,Phocaeicola salanitronis,Phocaeicola sartorii,Parabacteroides distasonis,Parabacteroides johnsonii,Parabacteroides goldsteinii,Parabacteroides chongii,Parabacteroides merdae,Parabacteroides faecis,Parabacteroides sp. CT06,Tannerella forsythia,Tannerella serpentiformis,Segatella copri,Segatella hominis,Segatella oris,Segatella bryantii,Segatella baroniae,Prevotella sp. Rep29,Prevotella sp. E13-17,Prevotella sp. E9-3,Prevotella sp. E15-22,Prevotella sp. oral taxon 475,Prevotella sp. E2-28,Prevotella sp. oral taxon 299,Prevotella melaninogenica,Prevotella dentalis,Prevotella communis,Prevotella intermedia,Prevotella denticola,Prevotella jejuni,Prevotella fusca,Prevotella multiformis,Prevotella bivia,Prevotella nigrescens,Prevotella herbatica,Prevotella corporis,Prevotella histicola,Prevotella veroralis,Prevotella scopos,Paraprevotella clara,Paraprevotella xylaniphila,Hoylesella buccalis,Hoylesella enoeca,Xylanibacter ruminicola,Pseudoprevotella muciniphila,Alistipes shahii,Alistipes megaguti,Alistipes onderdonkii,Alistipes senegalensis,Alistipes finegoldii,Alistipes communis,Alistipes indistinctus,uncultured Alistipes sp.,Alistipes dispar,Alistipes ihumii,Alistipes sp. dk3624,uncultured Acetobacteroides sp.,Odoribacter splanchnicus,Butyricimonas paravirosa,Butyricimonas faecalis,Butyricimonas faecihominis,Butyricimonas virosa,Muribaculum gordoncarteri,Muribaculum intestinale,Duncaniella dubosii,Sodaliphilus pleomorphus
16993,521,1106,199647,27215,4198,182,30030,23946,1047,783,982,5108,6501,4941,107,2773,0,347,411,996,49112,4846,897,205,287,295,455,287,336,12047,56,555,18,34643,3245,170,256,0,17231,412,419,61,11987,61,1131,37,46,403,74,23,0,0,32,41,44,22,38,62,20,143,74,48,157,40,43,0,36,109,23,10,37,18,19,0,4755,587,35,36,78,20,433,715,6089,292,546,42509,158,77,163,6311,164,25,6883,458,157,4166,61,102,92,103,119
26156,1139,1157,294553,84281,5527,315,31068,30552,1515,966,1179,7498,9493,7344,130,2505,0,577,540,1347,46726,5690,1393,358,460,442,557,418,1620,16902,116,6994,45,236093,8088,293,400,0,36279,1799,716,138,39306,93,2564,64,54,708,92,42,72,0,68,45,52,32,40,47,13,142,86,60,243,43,54,28,53,51,58,22,297,24,29,26,31296,3752,68,40,63,48,19137,982,86354,6556,6235,16533,802,641,764,6651,2959,37,20985,3715,465,4070,309,169,125,213,186
42437,1098,874,223861,48699,5190,262,27766,25839,1114,695,761,5975,7551,5813,89,0,0,410,410,1045,33745,4091,1143,268,465,281,461,347,734,13336,78,2712,19,100259,4197,256,365,0,22433,792,508,96,28001,78,1774,58,60,555,71,52,65,0,51,38,42,30,36,39,32,96,83,61,172,53,37,30,45,42,37,16,60,14,27,29,7712,1088,34,44,35,39,13671,1059,61845,4467,5248,30857,2007,732,930,13861,4984,25,15220,2433,394,3168,208,109,80,244,119
69142,1447,967,212816,44279,16178,493,100372,54538,4662,3108,4106,6474,7116,6465,110,5483,0,523,738,1774,41232,6932,2015,347,1005,402,1935,919,2437,13317,154,10810,53,241796,8662,552,653,0,59628,2891,743,183,48560,164,3172,101,112,1749,256,82,99,0,151,93,82,65,97,88,36,274,164,116,598,150,85,50,130,90,102,43,125,33,41,45,12351,1706,127,79,137,69,44339,1839,128585,11337,9627,47635,2153,1075,1261,8430,4831,52,41328,5565,776,5218,463,329,274,361,365
54533,1467,977,221315,34581,7774,417,39512,31051,2394,1486,1706,6363,6583,5660,75,3353,0,715,1322,1473,11892,2888,1787,494,814,576,966,564,2271,12938,210,10138,61,205241,7404,626,793,0,61470,5315,763,361,34152,188,2851,225,327,11438,1417,442,404,134,805,466,365,414,427,376,62,833,1285,515,2911,1029,374,275,989,661,710,157,445,227,162,183,35084,4074,584,296,585,260,21877,2090,70793,4085,6605,25072,1058,1044,1076,3367,2742,112,22960,5333,535,5355,474,1676,1179,1184,1852
31874,1539,574,107793,31939,3690,240,15465,28732,1113,375,377,3368,3755,3394,0,1887,0,274,380,1176,87789,13787,1033,227,324,187,273,265,459,6498,62,1542,34,182207,6797,321,330,0,45716,1759,495,64,75915,77,2273,34,63,520,58,28,48,0,53,36,31,23,27,42,15,96,92,82,91,61,66,26,38,28,44,15,28,0,16,19,5512,864,40,31,33,17,11057,965,59371,7747,5401,30662,1246,704,861,9300,8845,29,14482,3189,410,2622,259,56,64,361,73
60251,920,1007,798417,38286,17243,1188,94061,43518,4139,2805,2628,3328,1935,2327,60,4472,0,362,637,2346,597,522579,2797,304,1819,257,1018,1135,3057,3566,122,18154,70,304322,12140,667,666,0,28989,590,355,244,57836,114,995,91,106,1332,31,32,163,0,79,22,38,37,47,37,19,111,52,39,122,59,25,49,36,32,228,32,33,14,18,32,201,328,49,304,28,61,13795,2423,175338,4567,26783,24078,613,2492,4206,1264,628,45,37758,1251,1049,718,9654,110,113,112,68
49462,690,834,547368,34528,12622,875,66126,36925,2167,1999,1995,2427,1338,1593,154,1288,0,271,762,1955,515,240826,2090,226,1405,177,699,836,2328,2472,122,12929,61,201226,7706,558,528,0,18163,519,321,249,49146,156,695,120,101,926,71,23,122,0,77,40,64,33,64,48,21,138,46,48,148,71,52,60,49,40,463,38,34,30,25,53,226,243,70,204,62,68,17003,1957,280989,4531,38532,17621,540,1900,4191,1144,571,41,37425,1327,1128,824,9199,112,106,92,86
38339,792,881,469666,35405,20131,908,148121,36523,3181,4866,4181,2258,1056,1878,50,2225,0,238,490,2046,489,407471,2552,181,1310,166,1466,1378,3121,2119,91,15732,37,388421,13460,792,605,0,21556,350,217,161,31617,99,342,64,75,1304,19,22,88,0,45,23,22,23,42,34,12,76,45,43,82,40,25,27,24,25,130,19,22,15,0,28,157,221,38,182,13,70,12269,1761,83555,2704,17952,9192,368,1379,2167,932,445,28,34421,954,833,595,7361,60,79,76,43
92948,14657,9334,712545,128781,186931,7957,176408,22192,418759,4453,3972,5108,3210,3305,670,13157,862,2132,5361,4506,2187,3469,4254,2106,3016,1314,4321,3003,2026,10228,756,1294,542,255871,396260,3422,2325,107,53523,3734,1667,2483,4221,1152,690,333,283,57096,9800,2527,1913,1900,3814,3004,2436,2577,2220,1716,974,4886,4721,3367,4087,3236,2356,2331,2464,1678,2116,1207,1542,1084,980,855,10154,1405,4286,1435,3497,893,7160,5058,1495,1075,1656,1275,3404,773,636,304,232,157,12081,2290,3111,99,151,1646,472,328,1042
92323,1439,1279,680678,61160,30473,1425,212459,78694,4588,6252,5740,3218,1651,3081,168,4132,0,341,742,2913,680,576711,4240,318,3220,275,2085,2073,8834,3252,143,53691,62,676415,22017,1148,933,0,30841,599,340,332,52423,155,500,128,177,2447,31,40,130,0,69,38,40,30,88,56,21,112,69,61,149,73,22,58,55,38,190,26,49,24,13,40,249,451,62,243,42,81,16923,4057,148855,5895,37537,27584,939,3923,5672,2177,993,67,45415,1109,1314,633,8357,148,128,168,110
44066,646,663,344709,18127,14718,645,96041,26132,2461,2876,2670,1689,869,1316,65,2011,0,185,514,1459,380,375793,1917,169,1377,162,920,992,3631,1576,71,21294,45,189304,6945,442,448,0,13342,404,246,193,41844,81,653,76,82,1050,34,25,61,0,50,17,32,25,35,35,0,74,33,35,88,45,14,45,34,31,134,17,33,25,0,12,130,220,38,129,25,45,12364,1789,130429,3130,18458,17031,394,1596,2892,1037,476,31,31682,557,600,375,4196,93,66,90,53
42642,834,985,625275,31237,18082,1112,130271,44477,2931,4190,3765,2492,1417,1814,81,3535,0,307,780,2438,561,440536,2599,249,1159,237,1230,1242,2168,2713,119,8634,65,251022,9220,619,624,0,25442,813,353,277,58363,176,1168,112,145,1371,41,27,160,18,88,26,30,37,57,46,16,113,52,47,97,67,16,46,53,39,212,31,50,30,11,27,199,302,77,238,36,60,13088,2657,185588,4514,52563,27287,603,2707,4332,1345,593,61,38548,1404,1108,878,9790,107,97,109,84
44455,896,897,487262,39756,20144,878,151685,45585,3127,4717,4383,2028,1156,1781,66,3272,0,216,601,2310,585,488356,2728,223,1461,157,1455,1542,2868,2153,119,13639,44,346868,12216,703,751,0,26762,692,327,294,78904,131,858,91,93,1574,43,13,118,0,59,21,25,29,50,35,13,122,37,37,70,49,19,32,21,28,194,23,22,25,11,21,173,245,35,171,40,40,9274,2201,152037,3530,40426,21468,416,2202,3703,1010,440,41,33204,1109,937,626,8004,74,85,124,71
2614,210,341,38677,30729,5858,179,39132,19296,1103,1146,1229,330,129,432,0,0,0,44,170,561,233,114559,921,48,1241,61,369,661,1615,440,29,8864,11,217656,7249,302,349,0,11753,317,117,111,38247,41,512,13,22,761,25,0,15,0,19,0,0,0,24,0,0,55,10,20,19,22,0,0,0,0,142,0,14,0,0,0,62,106,0,0,18,15,2762,624,154291,1768,25399,8761,151,678,1658,366,142,15,24145,111,260,52,330,21,25,22,20
8938,464,736,56451,84457,29807,762,272730,45307,3744,8778,7835,557,154,898,46,1844,0,99,347,1580,579,586491,2474,121,2129,129,2283,2154,2763,843,123,9232,28,394681,14498,815,643,0,18753,598,172,219,74888,58,681,32,41,2160,43,0,17,12,23,10,11,10,26,13,16,72,12,24,39,37,0,15,0,22,190,10,17,0,0,0,122,148,12,17,22,17,2698,1420,177000,1916,30059,14236,260,1109,2579,479,265,22,25965,107,472,37,168,37,34,80,40
59063,670,814,744089,40475,11933,896,59880,33404,2470,1791,1731,3116,1692,1815,87,3848,0,316,618,2058,507,241077,2055,274,3599,228,651,1041,1546,3464,113,7009,45,185595,7803,540,515,0,31389,555,303,261,54268,125,928,99,96,1274,37,25,140,0,53,36,29,30,66,46,15,106,33,42,101,51,27,31,36,30,235,25,36,15,0,35,169,270,68,274,35,51,12287,1995,250003,4245,65854,24145,468,2180,4138,1009,535,44,33426,1821,1219,1131,13500,91,94,82,64
75456,881,929,613015,28835,11741,851,55723,41259,2256,1550,1639,2861,1412,2106,93,3706,0,288,704,2151,449,243291,2256,245,1521,206,637,1090,2165,2899,107,12128,59,261320,10676,673,822,0,27868,1179,377,334,104929,145,1667,109,104,1262,45,34,131,0,65,34,49,27,60,53,13,125,50,59,148,51,44,45,33,53,219,23,60,14,16,33,224,306,183,229,57,78,14758,1992,154352,3726,39499,34099,469,1987,4245,1122,577,44,39352,1006,1003,641,6925,132,94,111,89
36217,738,892,828373,12944,8006,988,28949,45862,1302,844,843,3439,1802,1594,137,2831,0,345,693,2148,503,180564,1682,277,1121,211,377,679,922,3561,103,4878,77,163491,7377,515,496,0,24413,444,321,228,37654,140,928,131,119,776,47,28,154,0,69,33,25,56,74,52,26,163,55,71,127,53,33,67,25,40,254,25,68,17,24,37,224,257,133,241,37,101,10028,2187,299818,4237,51014,26961,587,2256,4625,1124,595,41,23906,906,961,531,6453,157,136,121,129
91269,916,1126,1220253,27846,19622,1353,116936,50395,3429,3635,3335,4536,2829,2512,100,3699,0,447,743,2960,722,707077,2717,352,1881,249,1172,1225,2029,4964,142,8704,58,189021,9061,588,553,0,33889,555,323,271,47436,120,651,93,124,1413,38,20,218,0,81,31,34,23,79,36,12,109,33,44,87,42,17,32,34,28,215,16,29,0,20,31,242,381,78,360,21,80,10047,2532,211524,4293,46963,18894,583,2553,4304,1242,649,40,31873,1503,1129,885,10706,108,103,117,85
73983,21200,14044,298747,190980,133328,13317,70135,18113,129073,2181,2122,3594,1865,1650,702,3088,215,2562,6141,4595,2130,3224,4271,2286,2582,1511,2340,1942,1517,7176,948,1017,444,108860,403417,4281,2459,71,45699,2710,1919,1252,2648,1219,302,319,236,49646,8597,2002,1641,1089,3021,2407,1996,2031,1815,1479,733,4206,3729,2684,3389,2660,2068,1777,2071,1437,1540,1024,1136,809,868,800,10430,1031,3670,1287,2853,747,2054,2681,385,306,577,233,2940,289,217,97,147,104,1954,1204,2802,106,131,1185,423,301,880
46152,746,704,420288,27054,18296,819,124672,31277,3314,3764,3616,1789,1013,1412,44,2458,0,192,331,1618,420,404922,2179,187,1468,155,1248,1189,4554,2026,64,26478,40,213449,7646,505,427,0,20168,307,204,179,26796,87,334,41,112,1334,21,19,76,0,41,14,24,22,40,21,0,55,32,35,69,30,14,27,25,20,123,0,27,0,0,0,118,233,64,130,20,44,9264,2220,98963,3451,30641,13529,458,2006,3068,1232,561,30,42952,625,594,356,4953,59,83,76,43
3623,65999,20194,288427,21480,31993,1689,320817,70731,20766,5403,8220,5670,5892,4571,520,2905,1959,2284,3382,7505,2582,6280,117635,2093,1869,1764,3710,1903,2036,7177,499,1605,130,187790,156136,3284,3236,55,181017,4259,2080,1548,4211,1009,4041,207,181,10070,1468,1595,953,594,2350,1138,1901,1363,1347,1631,1082,2486,2347,1467,2809,1785,1083,857,1435,619,1659,1379,1516,887,714,602,1037,2596,2635,1525,1732,497,44586,3134,53065,4135,58395,4681,469,1271,1513,774,391,117,44402,425,705,673,7626,812,731,875,1010
2017,61747,4666,83115,11382,12100,797,72860,51398,5781,1161,1595,4103,2238,1830,278,2853,2185,649,1693,2601,1276,2993,88594,577,607,559,1234,786,1032,3281,255,623,79,192060,75501,2002,1869,46,87676,2013,1371,832,2282,566,1882,131,124,6133,846,950,546,396,1387,678,1113,829,766,936,652,1505,1363,866,1780,958,690,473,806,418,996,828,928,538,478,371,506,1536,1624,875,1158,294,24586,1965,23907,2401,28567,3187,281,945,1081,547,281,60,33291,277,462,497,6387,483,491,499,667
3523,83455,41641,205925,18487,20224,2223,226799,66318,14984,3971,6161,3865,5613,3905,1008,3370,1650,4241,3781,8470,3949,7534,103489,3506,2280,3059,2491,1712,2228,6737,645,1323,144,228118,130213,3080,3267,19,75507,4608,2241,1574,4536,1170,2668,197,148,9299,1274,1458,819,521,2001,1019,1621,1312,1158,1411,929,2187,2037,1270,2586,1531,965,677,1206,568,1503,1190,1326,807,607,505,1105,2553,1952,1374,1597,445,13498,2913,46423,2010,27573,3421,370,985,1065,661,326,104,22510,221,359,308,4581,655,453,621,872
3151,58712,9677,326064,16472,12415,1544,110769,57861,8722,2310,2709,7992,6396,4311,367,5868,2459,1558,3910,5738,1992,7220,73570,1585,1150,1374,1768,1039,2286,8125,538,763,177,266417,194618,5769,4709,0,93923,1877,1396,925,2109,549,4418,169,228,16107,2330,2763,1587,1013,3957,1875,3209,2303,2167,2563,1903,4244,3922,2351,4823,2980,1790,1250,2354,1064,2806,2471,2713,1587,1237,977,1425,4149,4354,2610,3128,855,17150,4683,17299,1887,15634,3417,347,1099,1320,731,346,123,24589,133,302,372,9850,1113,912,1102,1564
1961,28874,5652,181104,13267,11352,1284,61167,67874,6243,1095,1396,5087,4090,3915,390,3556,3237,876,1849,3268,978,3914,36652,792,631,721,1054,753,1147,5683,253,475,91,482359,78536,2356,2212,39,67466,1527,938,631,2700,370,1869,125,142,6477,951,1038,670,327,1457,750,1175,891,827,925,668,1526,1435,971,1961,1105,640,475,918,381,1192,916,884,612,463,375,546,1711,1596,1029,1080,355,15077,2686,16372,2254,10120,5479,465,1586,1667,884,424,70,13985,113,229,314,4178,1070,1131,970,768
3665,52191,7815,598442,25050,17065,1518,89409,79785,9132,1421,2200,15385,12887,8412,393,4498,5794,1106,1613,7359,1514,6910,41622,942,851,826,1427,1067,1655,14017,225,802,77,556356,692687,1900,2528,63,72631,2039,1469,790,2541,411,1868,260,127,5317,714,751,530,257,1015,518,868,644,600,711,487,1202,1106,657,1523,812,517,382,600,311,928,654,700,462,324,307,473,1501,1241,734,847,264,21071,2735,16852,2829,24555,7197,572,1931,2641,1111,547,58,12058,146,497,557,5025,479,411,463,520
3685,104911,30671,177794,17447,16203,1546,122630,59522,8295,2251,3019,5742,7024,2893,686,2549,2854,3137,3448,6454,3540,7865,126734,2635,1759,2272,2002,1313,1898,6340,521,1186,144,60143,429558,3510,3643,21,116136,2296,1203,966,2921,701,2625,243,187,10064,1406,1659,931,663,2335,1160,1907,1440,1353,1612,1089,2504,2347,1456,2866,1832,1114,784,1491,658,1796,1456,1441,905,771,628,1111,2878,2798,1591,1924,477,30841,3198,29541,3195,20893,4018,402,1211,1643,739,386,116,38826,230,445,383,5636,636,552,600,936
2797,78766,25945,166476,13027,13501,1477,106416,44076,6625,1810,2606,4130,5364,2198,498,3039,1526,2865,3498,5519,3033,6767,77663,2565,1470,2170,1643,1173,2053,4931,585,888,141,28967,230267,3992,3506,16,69445,2153,1191,915,2236,680,3013,217,196,11490,1640,1915,1081,721,2914,1458,2279,1683,1631,1882,1281,2893,2797,1751,3527,2219,1283,891,1690,766,1879,1716,1776,1042,899,712,1280,3056,2992,1769,2216,600,19746,3174,23903,2108,13499,2838,312,926,1083,595,293,95,14848,170,291,250,5550,689,479,686,1118
4889,71243,12182,922067,37704,24394,1156,116396,120081,9125,2542,3167,9451,16979,10302,428,2144,9508,1664,1955,9403,2350,11389,152774,1455,1789,1095,2663,1691,1441,13063,283,1365,78,126082,1599606,2179,3665,105,391733,2009,873,843,2810,379,6036,343,107,5974,886,957,545,384,1394,643,1057,802,736,891,655,1473,1342,900,1858,1053,693,429,808,337,1236,808,819,554,388,437,616,2194,1782,851,1147,307,3081,1969,15695,945,8024,2830,194,725,1911,492,280,44,6348,138,750,181,8084,462,355,737,569
114362,156743,136044,449172,94315,179449,16302,100814,22961,182125,3557,3387,4650,5271,2766,728,14076,922,10799,6342,7776,6878,8696,5000,5550,4316,4048,4266,4025,2052,9233,911,1420,332,263693,73921,1571,1855,112,89815,11608,5931,4868,2100,973,998,341,158,18719,3293,829,870,580,1294,956,854,866,744,627,284,1850,1517,1277,1691,1139,800,739,893,576,651,385,476,280,372,374,5793,596,1582,482,1213,388,7780,3596,2538,1871,19530,2511,1298,1012,962,533,304,127,13999,1644,1153,303,109,15390,267,232,442
5196,121008,33318,590050,20525,30658,1508,122986,50223,8637,3167,3735,7976,11024,6413,903,2101,1551,3492,3122,9415,4213,7815,264708,2922,1941,2441,3158,1832,1872,10868,495,1292,132,42407,272040,2416,2865,104,98116,2470,1294,1065,2313,647,3140,600,125,7285,1008,1023,551,509,1571,842,1298,942,940,1109,750,1713,1552,1026,2036,1307,674,554,1043,442,1214,927,958,701,509,381,880,2210,1387,1031,1280,382,6924,2209,74285,1611,34734,2547,248,732,913,449,286,82,24134,186,430,280,6274,419,350,545,644
16416,7127,1122,263388,14059,23935,556,12328,50376,1486,1395,880,1547,1759,3088,73,3174,0,276,631,2682,1196,61020,2213,317,793,278,725,1176,2448,4613,105,14783,47,167248,111487,1451,612,0,8768,22181,6849,226,4399,208,1515,243,106,6364,404,89,113,51,169,124,96,86,119,95,51,212,350,172,221,269,175,109,631,112,88,50,238,39,53,54,378,106,152,93,150,104,32360,888,4461,7144,7861,10480,283,1048,866,756,1309,231,13477,4739,300,298,1644,407,558,456,216
42654,7364,1792,273592,55491,31396,1056,18446,52772,2111,3549,2083,1398,1888,1968,129,6980,0,532,1507,4221,1884,93285,3075,596,1454,470,1307,1637,1996,5259,242,8885,112,223088,98855,3262,969,0,10835,52607,9738,399,7553,398,2258,330,165,7602,506,100,143,84,242,166,125,118,157,127,55,311,460,229,324,350,158,133,758,184,135,71,294,55,113,90,848,180,227,143,217,141,42662,1365,7059,9204,16162,16933,476,1678,1323,1407,846,247,24122,4843,473,330,2907,259,424,346,189
44352,13434,1399,544726,36725,70803,537,32150,55484,4400,8692,5941,870,1347,2308,137,4655,1366,517,1174,4572,1308,57192,3306,498,1996,488,3267,2340,3596,2763,175,22842,72,318678,90009,2975,885,120,17587,41731,4469,253,7268,301,1269,113,116,7528,741,186,109,71,282,207,123,148,187,113,62,283,616,252,321,457,166,164,694,284,199,85,584,78,117,72,939,152,326,129,255,109,27534,1135,3732,10759,7080,12009,352,1539,1237,1094,1202,157,18569,13301,330,459,2029,366,494,820,232
43722,10717,2321,375426,51668,231843,699,63577,56815,12070,5076,2966,727,1210,1849,151,6875,1162,698,1587,5275,4916,273791,4458,616,3161,699,5151,5325,5200,2990,333,30230,116,326096,62837,2511,1050,122,16335,35284,2368,347,11395,279,2337,141,172,17432,1868,282,280,93,613,361,240,334,356,246,88,660,1372,514,698,1050,367,321,1526,655,362,100,1038,161,269,147,902,233,467,299,496,187,35319,1045,3743,10373,8999,17491,280,1427,1121,1674,1767,183,10929,9567,358,365,1816,349,518,689,340
17216,17255,1831,291062,37712,144488,505,41493,46127,7176,4050,2364,411,708,1648,158,7076,0,498,1031,3881,3432,188805,3003,430,1905,493,3377,3219,2290,1880,228,15622,57,102698,227551,1608,781,67,17379,20239,4366,230,5265,225,936,106,132,10657,1076,178,138,47,374,218,140,196,233,160,66,393,765,330,479,619,163,208,714,324,235,73,515,73,147,61,414,176,356,168,268,119,19088,918,3005,9812,4684,15068,300,1298,1056,918,1223,182,11508,7263,265,393,1133,366,418,567,278
32924,33125,3074,500894,45020,238798,841,66333,62931,11627,5853,3686,645,1210,2686,195,6195,714,714,1735,5627,5121,270896,4437,659,3118,603,5693,5230,2604,2681,352,22884,110,61441,351196,2603,1184,137,25917,32652,3318,328,7058,275,1001,133,109,9531,815,167,159,0,267,213,145,150,198,135,73,370,574,262,406,410,129,176,491,244,211,75,337,177,109,119,620,252,221,149,252,116,21074,1256,4395,10682,23358,21960,371,1714,1397,1099,1364,235,16615,9701,376,605,1020,529,700,962,260
11273,17327,2174,315981,30767,195335,537,54161,43331,8820,4659,2833,406,605,1792,87,5291,0,515,1106,3622,4570,248128,3062,402,2508,451,4723,4342,1901,1433,256,14869,81,20888,143844,1922,695,91,15213,33682,1432,217,5825,191,439,86,109,7635,796,135,170,0,226,159,122,135,166,126,50,313,539,231,345,385,132,127,408,218,174,74,384,57,99,66,248,191,163,132,230,83,9800,691,2533,5944,15919,11801,238,933,759,605,873,161,9610,5889,244,327,803,313,407,600,192
6791,19578,2063,1104289,60500,425116,656,108128,65998,21807,6810,4696,940,1767,4600,159,8413,2649,775,1158,7341,2453,126073,4887,631,4039,622,8799,8698,4311,4376,292,58645,111,61762,231580,1851,1206,230,29804,27372,1342,257,4932,227,547,88,137,10785,961,221,241,36,349,271,174,217,261,144,64,362,871,309,489,713,154,221,832,411,323,57,549,95,183,99,318,289,315,180,318,153,45858,1336,5897,14719,39081,16072,389,1561,1463,899,1738,81,18873,13035,322,470,766,267,343,1155,229
4582,29526,1857,858050,86778,283707,370,75503,52843,13979,3741,2443,808,1666,3436,75,6460,1607,506,557,5744,748,14027,4222,360,3121,451,5541,5939,5971,4168,188,175196,74,29778,108990,1592,802,181,22710,35965,725,146,4856,138,1141,118,138,9365,879,177,127,0,314,175,114,185,217,134,49,346,727,243,381,633,119,175,689,303,318,68,505,61,109,64,125,197,274,166,299,104,61249,1553,6903,12906,20084,17238,465,1898,1580,982,922,61,23244,20930,357,489,439,138,225,885,192
2251,27819,1804,243846,21004,12262,1687,75244,86937,8878,1016,1691,5327,5733,5948,356,4545,5024,486,1107,4791,743,4296,40844,401,513,331,1018,795,894,7365,125,472,58,981336,224822,1363,1937,35,106281,3157,1751,972,3788,594,1931,128,102,4336,547,538,426,221,898,402,589,494,443,548,373,887,812,513,1162,644,316,276,508,263,654,516,530,368,236,275,329,1001,978,525,663,183,21604,2001,14782,2119,16655,5568,594,1479,1684,922,390,48,10529,79,272,301,3307,255,192,299,403
32715,17141,1339,196265,21320,61394,1414,21957,45694,3777,2174,1011,687,1047,1582,104,0,0,353,974,3300,1115,48433,2300,402,1319,533,1490,1976,4960,1911,166,31983,65,316935,62549,1787,711,45,29694,22884,2602,232,6334,150,2773,142,221,15813,1858,321,265,48,613,455,299,395,385,244,81,682,1546,489,676,1164,372,399,1393,619,354,119,1023,140,289,153,623,204,504,331,537,204,17393,1351,11934,13730,21453,21669,363,1722,1604,1251,657,190,9826,7481,353,473,3331,766,983,902,567
40976,16873,1555,157279,26734,68611,1575,25196,56225,4443,2053,1144,771,1011,1689,117,0,0,389,1073,3098,1538,68451,2417,415,1695,435,1851,2152,4146,2374,175,41519,85,199980,67094,1937,645,19,40224,22483,7142,259,6877,266,2430,155,138,7132,653,128,148,84,272,184,153,163,138,123,65,348,546,246,338,417,275,156,560,204,164,78,422,58,100,73,683,175,254,142,242,121,28401,1305,10517,9244,19516,16100,397,1805,1374,1255,728,155,16509,9090,411,384,2663,513,663,539,269
31971,12699,1495,199642,17103,83718,1819,28556,36915,4547,2806,1572,943,1236,1911,144,0,0,448,912,2712,2399,132866,2313,372,1822,368,2289,2524,3683,2601,185,29660,74,137347,66647,1252,555,23,77779,11397,2634,197,4757,168,1764,146,114,9181,909,167,188,52,295,193,146,185,196,151,71,353,717,268,445,497,229,185,664,314,177,54,487,87,114,97,465,154,239,170,277,140,17861,921,5811,6142,10536,9643,268,1235,909,786,326,96,12203,8928,313,448,2832,212,287,310,192
54578,23096,2364,323226,39889,74430,2910,32020,54826,5060,3214,1911,2002,2362,3302,227,0,0,668,1824,4154,1743,76370,3484,669,2476,555,2166,2867,7722,6051,294,87191,104,266272,127616,2526,1076,19,81294,20301,5449,395,7046,292,4001,236,214,10717,903,206,206,79,369,270,216,242,228,171,82,500,832,358,458,561,450,195,953,303,212,94,554,64,123,122,881,247,291,184,327,210,39117,1809,12630,15145,25450,21207,479,2385,1947,1523,577,356,17702,11879,549,562,3565,602,863,749,390
18228,10355,1107,152085,21041,66329,1305,22182,28439,4065,2266,1273,775,1137,1635,103,0,0,262,642,1985,1477,80861,1763,305,1215,286,1675,2064,3264,2288,123,25767,49,146718,80827,1028,449,0,40317,8455,4256,158,3712,144,1781,150,121,9379,1013,173,162,44,316,214,132,184,202,144,54,319,717,274,379,551,217,201,628,305,161,63,569,82,134,77,372,132,276,167,273,144,17725,763,5379,7566,12498,15561,201,1062,839,891,206,127,8805,5501,275,348,2675,394,527,437,295
30344,26281,2881,220885,25881,35378,884,50869,36985,2247,471,755,8164,7256,5695,261,0,655,683,1542,2459,69757,41444,1923,445,873,452,804,858,769,12183,303,490,89,375832,31619,1356,718,85,118890,3192,5165,641,29965,338,1171,113,101,2557,411,449,225,293,674,312,520,387,391,361,305,858,625,449,876,516,278,231,434,190,399,333,730,266,161,155,370,589,542,505,499,392,15992,756,29852,2333,9915,4323,3597,693,768,261,841,40,15741,781,503,829,5096,259,215,468,201
18875,51503,3582,262623,23171,20867,884,26576,29676,2164,295,790,10240,8964,6361,234,0,554,900,2503,3090,18765,11596,1946,607,730,716,707,984,793,14271,429,547,122,355828,30455,2114,1263,86,72492,2665,2887,1035,24612,363,292,139,119,5487,842,1007,555,599,1546,772,1172,868,979,938,711,1794,1398,930,1803,1208,633,613,939,462,898,783,1453,590,376,396,666,839,1637,993,1144,617,10484,964,44107,1633,7705,3650,2201,677,896,393,810,68,18991,685,688,753,4071,449,413,786,486
